pitcher,pitch_type,pitches,avg_velocity,avg_release_extension,avg_pfx_x,avg_pfx_z,swings,whiffs,out_of_zone_pitches,chases,batted_balls,hard_hits,avg_run_value,whiff_rate,chase_rate,hard_hit_rate
674285,SI,33,94.14242424242424,6.721212121212122,-1.2827272727272727,0.5078787878787879,14,1,11,2,9,4,0.031121212121212126,0.07142857142857142,0.18181818181818182,0.4444444444444444
518397,SI,33,90.92121212121212,6.290909090909091,0.9972727272727274,0.23636363636363636,16,2,15,3,12,3,0.016272727272727272,0.125,0.2,0.25
668964,FF,33,92.07878787878788,6.715151515151515,-0.42696969696969694,1.6824242424242424,14,1,17,3,13,4,0.009030303030303027,0.07142857142857142,0.17647058823529413,0.3076923076923077
623211,CH,33,90.46969696969697,5.83030303030303,-1.4518181818181817,0.15242424242424243,16,5,16,6,9,5,-0.002545454545454546,0.3125,0.375,0.5555555555555556
592866,ST,33,77.07575757575758,6.972727272727273,0.8560606060606061,0.6815151515151516,15,3,22,8,12,3,-0.006454545454545452,0.2,0.36363636363636365,0.25
656550,SL,33,84.9060606060606,6.178787878787879,0.1390909090909091,-0.15242424242424243,19,5,18,6,12,4,-0.03972727272727273,0.2631578947368421,0.3333333333333333,0.3333333333333333
596271,ST,33,77.85757575757576,6.057575757575758,0.9875757575757577,0.33636363636363636,10,2,19,2,8,4,-0.06842424242424243,0.2,0.10526315789473684,0.5
608566,FF,33,95.26969696969697,5.642424242424242,-0.8336363636363636,1.1081818181818182,16,0,13,3,15,4,-0.08551515151515152,0.0,0.23076923076923078,0.26666666666666666
801403,CU,32,78.971875,6.21875,1.005625,-0.5853125,20,7,18,7,13,2,0.09375,0.35,0.3888888888888889,0.15384615384615385
686563,CH,32,85.6375,6.1875,-1.3634375,0.08812500000000001,19,10,18,6,9,0,0.0606875,0.5263157894736842,0.3333333333333333,0.0
661403,FC,32,99.209375,6.646875,0.39625,1.008125,19,6,11,4,12,1,0.02121875,0.3157894736842105,0.36363636363636365,0.08333333333333333
669387,FF,32,94.840625,6.39375,-0.761875,0.915625,13,1,16,2,12,3,0.0094375,0.07692307692307693,0.125,0.25
808967,FF,32,95.240625,6.259375,-0.650625,1.381875,13,2,11,2,11,1,0.009031250000000001,0.15384615384615385,0.18181818181818182,0.09090909090909091
